field,yield_plan
40.17.03.002.00,4.417777777777777
40.17.03.003.00,4.415384615384616
40.17.03.004.00,4.418
40.17.03.005.00,8.2
40.17.03.006.00,6.62
40.17.03.007.01,4.418666666666667
40.17.03.008.01,4.418571428571428
40.17.03.009.01,6.7780000000000005
40.17.03.009.02,4.41875
40.17.03.010.00,4.418095238095238
40.17.03.011.02,4.418181818181818
40.17.03.014.01,4.417241379310345
40.17.04.001.00,7.87
40.17.04.002.00,5.04
40.17.04.003.00,5.04
40.17.04.004.01,5.04
40.17.04.005.00,7.938095238095237
40.17.05.001.00,2.1
40.17.05.001.01,
40.17.05.001.02,5.08
40.17.05.002.00,7.973529411764705
40.17.05.003.00,8.011842105263158
40.17.05.005.00,3.755555555555556
40.17.05.006.02,6.187096774193548
40.17.05.011.00,
40.17.05.011.01,6.683199999999999
40.17.06.004.00,6.380606060606061
40.17.06.007.00,6.018055555555556
40.17.07.007.00,2.9115789473684206
40.17.07.010.00,5.82875
40.17.07.011.00,6.018055555555556
40.17.07.012.00,5.04
40.17.07.013.00,4.417
40.17.07.014.00,4.417
40.17.07.015.00,4.209620253164557
40.17.07.016.00,6.314772727272728
40.17.07.017.00,6.536842105263157
40.17.07.017.01,
40.17.07.017.02,
40.17.07.018.00,4.417
40.17.07.019.00,4.417777777777777
40.17.07.020.00,2.7552631578947366
40.17.07.023.00,6.4709433962264145
40.17.07.024.00,4.417241379310345
40.17.07.025.00,4.415789473684211
40.17.10.001.00,5.08
40.17.10.003.00,
40.17.10.005.00,2.5425
40.17.10.006.00,5.08
40.17.10.009.01,2.625
40.17.10.010.00,5.08
40.17.10.011.00,2.99625
40.17.11.001.00,5.971428571428571
40.17.11.002.00,7.65
40.17.11.003.00,8.2
40.17.11.004.00,7.968421052631579
40.17.11.005.00,7.964285714285714
40.17.11.006.00,8.2
40.17.11.007.00,8.035
40.17.11.008.00,7.955555555555555
40.17.11.009.00,7.970833333333332
40.17.11.010.00,6.203846153846154
40.17.11.011.00,4.106461538461539
40.17.11.012.00,5.996296296296297
40.17.11.013.00,4.024761904761905
40.17.11.014.01,4.717499999999999
40.17.11.014.02,5.119487179487179
40.17.11.014.03,3.9689795918367343
40.17.11.018.00,
40.17.14.001.00,5.680740740740741
40.17.14.003.00,5.887499999999999
40.17.14.004.00,6.411320754716981
40.17.14.005.00,7.98
40.17.14.006.00,3.1991999999999994
40.17.14.007.00,7.938095238095237
40.17.14.009.01,2.9115789473684206
40.17.14.009.02,6.321081081081081
40.17.14.010.00,6.139285714285714
40.17.14.011.00,7.925
40.17.14.012.00,6.18125
40.17.14.013.00,7.892
40.17.14.014.01,7.957999999999999
40.17.14.014.02,8.2
40.17.14.015.00,7.925
40.17.14.016.00,4.417647058823529
40.17.14.017.00,8.2
40.17.14.018.00,4.76
40.17.14.019.00,3.488695652173913
40.17.14.020.00,4.786153846153846
40.17.14.021.00,4.42
40.17.14.021.01,5.9
40.17.14.021.02,5.9
40.17.14.022.00,7.935185185185185
40.17.14.023.00,7.925000000000001
40.17.14.024.01,7.975
40.17.14.024.02,8.2
40.17.14.025.00,6.023076923076923
40.17.16.001.00,6.327407407407407
40.17.16.002.00,4.416
40.17.16.003.00,7.91551724137931
40.17.16.004.00,6.619999999999999
40.17.16.005.00,4.417142857142857
40.17.16.006.00,5.9714285714285715
40.17.16.007.00,5.996296296296297
40.17.16.008.00,6.41391304347826
40.17.16.009.00,4.417894736842105
40.17.16.010.00,6.1225000000000005
40.17.16.012.00,6.243809523809524
40.17.16.013.00,6.055357142857143
40.17.16.014.00,4.887499999999999
40.17.16.015.00,2.5542857142857143
40.17.16.016.00,7.952898550724638
40.17.16.017.00,7.953448275862069
40.17.16.019.00,7.932051282051281
40.17.16.020.00,5.073214285714286
40.17.16.021.00,4.895999999999999
40.17.16.022.00,6.24
40.17.16.023.00,6.264102564102564
40.17.16.024.00,6.161666666666666
40.17.16.025.00,5.158571428571428
40.22.01.002.00,8.575
40.22.01.003.00,8.472222222222221
40.22.01.004.00,6.107
40.22.01.005.00,7.610869565217392
40.22.01.006.00,7.5843750000000005
40.22.01.007.00,8.520588235294117
40.22.01.008.00,8.369444444444445
40.22.01.009.00,
40.22.01.010.00,6.204545454545454
40.22.01.011.00,2.090909090909091
40.22.01.012.00,2.6923076923076925
40.22.01.013.00,4.825
40.22.01.015.00,4.511111111111111
40.22.01.016.00,4.973684210526316
40.22.01.017.02,
40.22.01.018.00,6.040470588235294
40.22.01.019.00,6.0
40.22.01.020.00,4.916666666666667
40.22.01.021.00,5.927083333333333
40.22.01.022.00,6.0
40.22.01.023.00,5.923913043478261
40.22.01.024.00,6.0
40.22.01.025.00,2.6214285714285714
40.22.01.027.00,2.775
40.22.01.028.00,4.471875
40.22.01.029.00,5.193478260869566
40.22.01.030.00,4.825
40.22.01.031.00,4.916666666666667
40.22.01.032.00,4.964285714285714
40.22.01.033.00,5.923913043478261
40.22.01.034.00,4.90625
40.22.01.035.00,4.90625
40.22.01.037.00,6.18793103448276
40.22.01.038.00,5.921739130434782
40.22.01.039.00,7.558695652173912
40.22.01.040.00,4.921052631578948
40.22.01.041.00,6.18793103448276
40.22.01.042.00,6.03695652173913
40.22.01.043.00,4.955882352941177
40.22.01.044.00,8.64107142857143
40.22.01.045.00,6.107
40.22.01.046.00,5.912857142857143
40.22.01.047.00,5.917307692307692
40.22.01.048.00,4.916666666666667
40.22.01.049.00,6.121153846153846
40.22.01.050.00,6.084090909090909
40.22.01.051.00,4.921052631578948
40.22.01.052.00,6.0095238095238095
40.22.01.053.00,6.214583333333334
40.22.01.054.00,6.104166666666667
40.22.01.056.00,6.178571428571429
40.22.01.058.00,5.512499999999999
40.22.01.059.00,6.07962962962963
40.22.01.060.00,6.06
40.22.01.061.01,6.104166666666667
40.22.01.061.02,6.1521739130434785
40.22.01.062.00,6.166
40.22.01.063.00,
40.22.01.064.00,4.25
40.22.01.066.00,5.921739130434782
40.22.01.067.00,
40.22.01.068.00,5.607142857142857
40.22.01.069.00,4.421428571428572
40.22.01.070.00,7.56923076923077
40.22.01.071.00,7.56923076923077
40.22.01.072.00,7.585714285714286
40.22.01.073.00,7.65
40.22.01.074.00,
40.22.01.075.00,4.25
40.22.01.076.00,4.25
40.22.01.077.00,3.8228571428571434
40.22.01.078.00,4.421428571428572
40.22.01.079.00,4.636666666666667
40.22.01.080.00,4.11875
40.22.01.081.00,4.976
40.22.01.084.00,4.85
40.22.01.085.00,5.622916666666666
40.22.01.086.00,5.512499999999999
40.22.02.001.00,4.85
40.22.02.002.00,4.85
40.22.02.003.00,4.85
40.22.02.004.00,4.85
40.22.02.005.00,4.85
40.22.02.007.00,6.6125
40.22.02.008.00,6.875
40.22.02.009.00,6.7368421052631575
40.22.02.010.00,6.7368421052631575
40.22.02.013.00,2.6923076923076925
40.22.02.014.00,2.775
40.22.02.015.00,3.023076923076923
40.22.02.016.00,2.775
40.22.02.017.00,6.5360000000000005
40.22.02.018.00,6.435354838709678
40.22.02.019.00,8.738235294117647
40.22.02.020.00,3.1333333333333333
40.22.02.021.00,2.481818181818182
40.22.02.024.00,8.677777777777777
40.22.02.026.00,
40.22.02.027.00,8.690625
40.22.02.028.00,3.1333333333333333
40.22.02.029.00,9.5
40.22.02.029.01,4.976
40.22.02.029.02,4.85
40.22.02.030.00,
40.22.02.031.00,
40.22.02.033.00,4.85
40.22.02.034.00,4.85
40.22.02.035.00,2.6923076923076925
40.22.02.036.00,6.178571428571429
40.22.02.037.01,6.3446428571428575
40.22.02.038.00,9.5
40.22.02.039.01,5.795
40.22.02.039.02,5.806521739130435
40.22.02.039.03,5.806521739130435
40.22.02.039.04,5.843181818181819
40.22.02.039.06,6.03695652173913
40.22.02.040.01,5.9275
40.22.02.041.00,5.815384615384615
40.22.02.043.00,5.843181818181819
40.22.02.044.00,5.883333333333333
40.22.02.045.00,5.9275
40.22.02.046.00,5.883333333333333
40.22.02.047.00,6.0095238095238095
40.22.02.048.01,4.85
40.22.02.048.02,4.85
40.22.02.049.00,7.65
40.22.02.050.00,
40.22.02.051.01,8.293478260869565
40.22.02.051.02,
40.22.02.052.00,9.5
40.22.02.053.00,8.995454545454546
40.22.02.054.00,8.930769230769231
40.22.02.055.00,
40.22.02.057.00,
40.22.02.108.00,
40.22.03.001.00,5.1075
40.22.03.002.00,5.138888888888889
40.22.03.003.00,5.1075
40.22.04.001.00,7.65
40.22.04.002.00,7.892
40.22.04.003.00,7.9411764705882355
40.22.04.004.00,5.6225000000000005
40.22.04.005.00,5.735555555555556
40.22.04.006.00,5.74
40.22.04.007.00,5.742553191489362
40.22.04.010.00,5.653333333333333
40.22.06.001.00,5.305555555555555
40.22.06.002.00,
40.22.06.003.00,8.629411764705882
40.22.06.004.00,8.575
40.22.06.005.00,7.650000000000001
40.22.06.006.01,8.76
40.22.06.007.00,8.76
40.22.06.008.00,5.9375
40.22.06.009.00,8.76
40.22.06.010.00,4.173076923076923
40.22.06.011.00,4.260000000000001
40.22.06.012.00,4.260000000000001
40.22.06.013.00,4.260000000000001
40.22.06.014.00,4.017857142857143
40.22.06.015.00,4.017857142857143
40.22.06.016.00,
40.22.06.016.01,7.65
40.22.06.018.00,8.839285714285714
40.22.06.019.00,3.1333333333333333
40.22.06.020.00,8.839285714285714
40.22.06.022.00,5.2
40.22.06.023.00,
40.22.06.024.00,5.1923076923076925
40.22.06.025.00,5.239130434782608
40.22.06.026.00,5.282051282051282
40.22.06.027.00,
40.22.06.028.00,5.222222222222222
40.22.06.030.00,8.242
40.22.06.031.00,9.5
40.22.06.031.01,7.65
40.22.07.001.00,2.058333333333333
40.22.07.002.00,2.481818181818182
40.22.07.003.00,2.481818181818182
40.22.07.004.00,2.13
40.22.07.005.00,2.9285714285714284
40.22.07.006.00,2.775
40.22.07.007.00,2.13
40.22.07.008.00,2.775
40.22.07.009.00,2.090909090909091
40.22.08.001.00,3.3529411764705883
40.22.08.002.00,4.42
40.22.08.003.00,5.604
40.22.08.004.00,7.879166666666666
40.22.08.005.00,4.42
40.22.08.006.00,5.1
40.22.08.007.00,2.5869230769230764
40.22.08.008.00,2.5755
40.22.08.009.00,5.9750000000000005
40.22.08.010.00,4.517142857142857
40.22.08.011.00,4.42
40.22.08.012.00,5.823448275862069
40.22.08.015.00,2.304705882352941
40.22.08.016.00,2.6465217391304345
40.22.08.017.00,6.279545454545455
40.22.08.018.00,5.645833333333333
40.22.08.019.00,4.517142857142857
40.22.08.020.01,5.975
40.22.08.021.00,5.540000000000001
40.22.08.022.00,5.835652173913044
40.22.08.023.00,5.183333333333334
40.22.09.001.00,4.995652173913044
40.22.09.003.00,5.550000000000001
40.22.09.004.00,4.779310344827586
40.22.09.005.00,5.791707317073171
40.22.09.006.00,7.9411764705882355
40.22.09.007.01,7.85952380952381
40.22.09.007.02,7.842499999999999
40.22.09.009.00,7.9
40.22.09.011.00,7.894444444444444
40.22.09.012.00,7.885714285714286
40.22.09.013.01,7.650000000000001
40.22.09.013.02,8.2
40.22.09.014.00,7.964285714285714
40.22.09.015.00,8.2
40.22.09.016.00,7.908823529411764
40.22.09.017.00,7.885714285714286
40.22.09.018.00,
40.22.09.019.00,7.833333333333333
40.22.09.020.00,7.65
40.22.09.021.00,7.87
40.22.09.022.00,6.33030303030303
40.22.09.023.00,6.063157894736842
40.22.09.026.00,6.31
40.22.09.027.00,5.835416666666667
40.22.09.041.00,7.959375
40.22.11.001.00,5.963636363636363
40.22.11.002.00,6.0095238095238095
40.22.11.003.00,6.0095238095238095
40.22.11.004.00,6.084090909090909
40.22.11.005.00,6.0095238095238095
40.22.11.006.00,4.892857142857143
40.22.11.007.00,4.25
40.22.11.008.00,4.9
40.22.11.009.00,4.9
40.22.11.010.00,8.369444444444445
40.22.11.011.00,8.625
40.22.11.012.00,8.545454545454545
40.22.11.014.00,8.322727272727272
40.22.11.015.00,
40.22.11.016.00,8.545454545454545
40.22.11.017.00,4.25
40.22.11.018.00,4.25
40.22.11.019.00,5.920454545454546
40.22.11.020.00,4.25
40.22.11.021.00,7.65
40.22.11.022.01,7.650000000000001
40.22.11.023.00,4.25
40.22.11.024.00,4.25
40.22.11.033.00,
40.22.11.034.00,
40.22.13.001.00,5.607
40.22.13.002.00,4.9
40.22.13.003.01,4.976
40.22.13.003.02,4.976
40.22.13.004.01,6.590000000000001
40.22.13.004.02,6.426923076923076
40.22.13.005.00,2.50625
40.22.13.006.00,2.6052631578947367
40.22.13.007.00,5.752615384615385
40.22.13.008.00,5.71835294117647
40.22.13.010.00,4.976
40.22.13.010.01,2.0
40.22.13.013.00,4.713235294117647
40.22.13.014.00,2.9899999999999998
40.22.13.015.00,2.481818181818182
40.22.13.016.01,
40.22.13.016.02,3.984
40.22.13.017.00,4.02368
40.22.13.018.00,4.857142857142857
40.22.13.019.00,4.6953125
40.22.13.020.00,2.4166666666666665
40.22.13.021.00,2.4588235294117644
40.22.13.022.00,5.545935483870968
40.22.13.023.00,6.787209302325582
40.22.13.024.00,6.647297297297298
40.22.13.027.00,2.56
40.22.13.028.00,
40.22.13.029.00,2.872727272727273
40.22.13.030.00,2.872727272727273
40.22.14.001.01,6.378000000000001
40.22.14.001.02,6.223076923076923
40.22.14.002.00,6.426923076923076
40.22.14.008.00,6.214583333333334
40.22.14.015.00,
40.22.14.015.01,6.1521739130434785
40.22.14.016.00,6.501666666666667
40.22.14.018.00,6.1521739130434785
40.22.14.019.00,6.0095238095238095
40.22.14.020.00,6.0095238095238095
40.22.15.001.00,6.484000000000001
40.22.15.002.00,5.43125
40.22.15.003.00,5.34375
40.22.15.005.00,8.76
40.22.15.007.00,8.629411764705882
40.22.15.008.00,8.575
40.22.15.009.00,
40.22.15.010.00,8.690625
40.22.15.011.00,5.516857142857143
40.22.15.012.01,
40.22.15.012.02,5.498206896551724
40.22.15.014.00,8.707142857142857
40.22.15.015.00,8.690625
40.22.15.016.01,8.636666666666667
40.22.15.018.00,8.575
40.22.15.020.00,7.591666666666667
40.22.15.021.01,7.574999999999999
40.22.15.021.02,7.588235294117647
40.22.15.022.00,5.136363636363637
40.22.15.024.00,3.7977272727272724
40.22.15.025.00,4.825
40.22.15.027.00,3.736
40.22.15.028.00,3.758545454545455
40.22.15.029.00,5.585241379310345
40.22.15.030.00,3.612
40.22.15.031.00,3.7856
40.22.15.032.00,4.921052631578948
40.22.15.033.00,
40.22.15.034.00,4.94
40.22.15.035.00,4.921052631578948
40.22.15.044.00,
40.22.15.053.00,
40.23.02.001.01,1.7242424242424241
40.23.02.001.02,1.7274999999999998
40.23.02.001.03,
40.23.02.002.00,1.725
40.23.02.003.01,1.7375
40.23.02.004.00,1.7315789473684209
40.23.02.005.01,4.497260273972602
40.23.02.005.02,4.57
40.23.02.006.00,4.161538461538461
40.23.02.007.01,1.7333333333333334
40.23.02.007.02,
40.23.02.008.01,4.319696969696969
40.23.02.009.00,1.7411764705882353
40.23.02.010.00,1.7730769230769232
40.23.02.010.01,
40.23.02.010.02,
40.23.02.011.01,1.7280000000000002
40.23.02.011.02,
40.23.02.012.00,1.734375
40.23.02.013.01,1.7270833333333335
40.23.02.013.02,1.74
40.23.02.014.01,4.196428571428571
40.23.02.015.00,4.177027027027027
40.23.02.016.00,1.7333333333333334
40.23.02.017.00,1.7267857142857144
40.23.02.018.01,4.046875
40.23.02.018.02,
40.23.02.019.01,4.264795918367347
40.23.02.019.02,4.134677419354838
40.23.02.019.03,
40.23.02.020.00,4.675
40.23.02.021.00,1.7
40.23.02.022.00,7.788942307692308
40.23.02.023.01,1.7166666666666666
40.23.02.023.02,1.723529411764706
40.23.02.024.00,1.7333333333333334
40.23.02.025.00,4.2059999999999995
40.23.02.026.00,4.34
40.23.02.027.00,1.75
40.23.02.028.00,1.75
40.23.02.029.00,1.7418604651162792
40.23.02.030.00,1.774074074074074
40.23.02.030.01,
40.23.02.030.02,
40.23.02.031.00,1.7419354838709677
40.23.02.032.01,4.302777777777778
40.23.02.032.02,1.7315789473684209
40.23.02.033.01,4.395833333333333
40.23.02.034.00,4.25625
40.23.02.035.01,4.1596153846153845
40.23.02.035.02,
40.23.02.036.01,1.7285714285714284
40.23.02.036.02,
40.23.07.001.00,3.686
40.23.07.002.00,2.442608695652174
40.23.07.003.00,
40.23.07.003.01,2.56
40.23.07.004.00,3.1
40.23.07.004.01,3.88
40.23.07.005.00,3.1
40.23.07.005.01,3.8800000000000003
40.23.07.006.00,
40.23.07.007.00,3.686
40.23.07.008.00,5.647259259259259
40.23.07.009.01,3.686
40.23.07.010.00,3.3161016949152544
40.23.07.011.01,2.30924
40.23.07.012.01,2.3946666666666667
40.23.07.012.02,
40.23.07.013.00,5.6116
40.23.07.015.01,7.877325581395348
40.23.07.015.03,
40.23.07.016.00,
40.23.07.017.00,3.5285714285714285
40.23.07.018.00,5.860064516129032
40.23.07.019.00,
40.23.07.020.00,3.6860000000000004
40.23.07.021.00,
40.23.07.022.00,
40.23.07.024.00,3.686
40.23.07.025.00,
40.23.07.026.00,
40.23.07.027.00,2.258736842105263
40.23.07.028.01,2.512625
40.23.07.029.00,
40.23.07.029.02,
40.23.08.001.01,
40.23.08.002.00,
40.23.08.003.01,
40.23.08.003.02,
40.23.08.004.01,1.6000000000000003
40.23.08.005.02,
40.23.08.007.01,
40.23.08.007.02,
40.23.08.008.01,8.5
40.23.08.009.00,
40.23.08.010.00,3.9
40.23.08.010.01,
40.23.08.010.02,
40.23.08.010.03,
40.23.08.011.00,
40.23.08.012.00,3.9
40.23.08.013.00,
40.23.08.013.01,8.5
40.23.08.015.00,
40.23.08.015.01,1.6000000000000003
40.23.08.016.00,8.5
40.23.08.018.00,8.5
40.23.08.019.00,
40.23.08.019.01,8.5
40.23.08.020.00,
40.23.08.020.01,8.5
40.23.08.022.01,
40.23.08.023.00,
40.23.08.023.01,8.5
40.23.08.024.01,
40.23.08.025.00,8.5
40.23.08.026.00,8.5
40.23.08.027.00,1.5999999999999999
40.23.08.030.01,1.6
40.23.08.031.01,8.5
40.23.08.031.02,8.5
40.23.08.032.01,8.5
40.23.08.033.01,1.6
40.23.08.033.02,
40.23.08.034.01,1.6
40.23.08.034.03,3.9
40.23.11.001.01,4.328448275862069
40.23.11.002.01,4.005
40.23.11.003.01,4.316071428571429
40.23.11.005.01,4.2283333333333335
40.23.11.006.01,3.9925925925925925
40.23.11.007.01,4.675
40.23.11.007.02,4.675
40.23.11.008.01,4.375892857142857
40.23.11.009.01,4.184756097560975
40.23.11.010.01,3.0
40.23.11.011.00,3.0
40.23.11.012.00,3.1000000000000005
40.23.11.013.00,
40.23.12.001.01,7.8
40.23.12.001.02,7.873305084745763
40.23.12.002.01,4.989999999999999
40.23.12.002.02,4.974366197183099
40.23.12.002.03,6.770673076923076
40.23.12.002.04,6.1
40.23.12.003.00,3.9571428571428573
40.23.12.004.00,3.2909090909090906
40.23.12.005.00,3.308235294117647
40.23.12.006.00,3.3914285714285715
40.23.12.007.00,3.331940298507462
40.23.12.008.00,3.294237288135593
40.23.12.009.00,3.412972972972973
40.23.12.010.00,7.6861702127659575
40.23.12.011.00,7.893852459016393
40.23.12.012.00,3.3914285714285715
40.23.12.013.00,1.7
40.23.12.014.00,7.225
40.23.12.014.01,8.5
40.23.12.015.00,3.3314285714285714
40.23.12.016.01,4.747
40.23.12.017.00,7.85578947368421
40.23.12.018.00,7.897916666666666
40.23.12.019.00,4.2562500000000005
40.23.12.020.00,
40.23.12.022.00,7.715384615384615
40.23.12.023.00,7.225
40.23.12.023.01,8.5
40.23.12.025.00,6.0616666666666665
40.23.12.026.00,7.758720930232558
40.23.12.027.00,7.224999999999999
40.23.12.027.01,8.5
40.23.12.028.00,3.8800000000000003
40.23.12.029.00,7.81853448275862
40.23.12.031.00,4.266463414634146
40.23.12.032.00,4.3609375
40.23.12.033.00,
40.23.12.036.00,7.225
40.23.12.036.01,8.5
40.23.12.037.00,4.310975609756097
40.23.13.001.00,4.284166666666667
40.23.13.002.00,4.319696969696969
40.23.13.003.00,4.366447368421052
40.23.13.004.00,4.188709677419355
40.23.13.005.00,4.34
40.23.13.006.00,3.290909090909091
46.11.01.001.00,3.8750682352941177
46.11.01.002.00,
46.11.01.002.01,6.0
46.11.01.002.02,6.0
46.11.01.003.00,4.082513636363636
46.11.13.001.00,4.0243199999999995
46.22.01.001.00,
46.22.01.001.01,3.2298133333333334
46.22.01.001.02,3.2298133333333334
46.22.01.002.00,3.7578954545454546
46.22.01.003.00,3.893590909090909
46.22.01.004.00,4.011764705882353
46.22.01.004.01,
46.22.01.004.02,
46.22.01.005.00,3.8957881355932202
46.22.01.006.00,3.9190098039215684
46.22.01.008.00,4.0489310344827585
46.22.01.009.00,3.804465909090909
46.22.01.010.00,3.6743529411764704
46.22.01.011.00,3.981703125
46.22.01.012.00,3.7742978723404255
46.22.01.013.00,3.682078947368421
46.22.01.014.00,2.5
46.22.01.014.01,3.84
46.22.01.014.02,3.84
46.22.01.014.03,3.84
46.22.01.015.00,3.8273936170212766
46.22.01.016.00,3.7976599999999996
46.22.01.017.00,3.74775
46.22.01.018.00,2.5
46.22.01.018.01,4.9955
46.22.01.018.02,4.9955
46.22.01.018.03,4.9955
46.22.01.019.00,2.5
46.22.01.019.01,4.995500000000001
46.22.01.019.02,4.9955
46.22.01.020.00,3.77974358974359
46.22.01.021.00,3.77974358974359
46.22.01.022.00,3.9335851063829788
46.22.01.023.00,3.813421052631579
46.22.01.024.00,3.833801724137931
46.22.01.025.00,3.766373134328358
46.22.01.026.00,3.9393258426966287
46.22.01.027.00,4.503629729729729
46.22.01.028.00,2.4
46.22.01.028.01,6.0202
46.22.01.028.02,6.0202
46.22.01.028.03,6.0202
46.22.01.029.00,6.902539393939393
46.22.01.030.00,4.128
46.22.01.032.00,3.930769230769231
46.22.01.033.00,3.78
46.22.01.034.00,6.0202
46.22.01.034.01,8.1
46.22.01.034.02,2.4
46.22.01.035.01,6.0202
46.22.01.036.00,5.2
46.22.01.036.01,59.8
46.22.01.036.02,59.8
46.22.01.037.00,39.849999999999994
46.22.01.038.00,41.056716417910444
46.22.01.039.00,6.965563636363637
46.22.01.040.00,7.148227118644067
46.22.01.041.00,6.980107692307692
46.22.01.042.00,6.85212
46.22.01.043.00,8.1
46.22.02.001.00,5.200000000000001
46.22.02.001.01,59.8
46.22.02.001.02,59.8
46.22.02.002.00,5.2
46.22.02.002.01,59.8
46.22.02.002.02,59.8
46.22.02.003.00,40.529411764705884
46.22.02.004.00,4.0
46.22.02.005.00,2.4
46.22.02.005.01,5.2
46.22.02.005.02,
46.22.02.006.00,2.25
46.22.02.007.00,3.9647058823529413
46.22.02.008.00,3.9707317073170736
46.22.02.009.00,3.896551724137931
46.22.02.010.00,3.903703703703704
46.22.02.011.00,3.746153846153846
46.22.02.012.00,3.8518518518518516
46.22.02.013.00,3.993103448275862
46.22.02.014.00,4.5439870967741935
46.22.02.015.00,4.199406896551724
46.22.02.016.00,3.4910714285714284
46.22.02.017.00,3.452941176470588
46.22.02.018.00,3.55
46.22.02.019.00,4.242105263157895
46.22.02.020.00,4.188888888888889
46.22.02.021.00,3.475
46.22.02.022.00,4.216216216216216
46.22.02.024.00,
46.22.02.039.00,3.9567058823529413
46.22.02.050.00,3.863737704918033
46.22.02.056.00,2.3308717948717947
46.22.02.063.00,6.5
46.22.02.064.00,
46.22.02.064.01,6.5
46.22.02.065.00,6.5
46.22.02.066.00,6.0
46.22.02.067.00,2.2967619047619046
46.22.02.068.00,4.087986842105264
46.22.02.069.00,3.9862931034482756
46.22.02.070.00,4.1522625
46.22.02.071.00,4.041878048780488
46.22.02.074.00,5.8
46.22.03.001.00,4.1867624999999995
46.22.03.002.00,2.3275555555555556
46.22.03.003.00,2.5
46.22.03.003.01,6.0202
46.22.03.003.02,5.2
46.22.03.004.00,
46.22.03.004.01,2.2575000000000003
46.22.03.004.02,
46.22.03.005.00,3.4931034482758623
46.22.03.006.00,2.5
46.22.03.006.01,4.9
46.22.03.006.02,2.112
46.22.03.006.03,
46.22.03.007.00,3.669230769230769
46.22.03.008.00,
46.22.03.008.01,7.037974468085107
46.22.03.008.02,4.1
46.22.03.009.00,
46.22.03.009.01,7.014886956521739
46.22.03.009.02,4.1
46.22.03.010.00,3.5536585365853655
46.22.03.011.00,5.2
46.22.03.011.01,59.8
46.22.03.011.02,59.8
46.22.03.012.00,44.737931034482756
46.22.03.013.00,48.1975
46.22.03.014.00,3.705357142857143
46.22.03.015.00,4.196078431372549
46.22.03.016.00,5.513923076923077
46.22.03.017.00,4.2956521739130435
46.22.03.018.00,3.6
46.22.03.018.01,5.2
46.22.03.018.02,5.2
46.22.03.019.00,4.260869565217392
46.22.03.020.00,
46.22.03.021.00,
46.22.03.022.00,2.112
46.22.03.023.00,4.314285714285714
46.22.03.024.00,4.212765957446808
46.22.03.025.00,4.276923076923077
46.22.03.026.00,4.444
46.22.03.027.00,5.025894736842106
46.22.03.028.00,
46.22.03.028.01,4.84846511627907
46.22.03.028.02,3.751219512195122
46.22.03.029.00,4.723822222222222
46.22.03.030.00,4.724625
46.22.03.031.00,2.5
46.22.03.031.01,5.2
46.22.03.031.02,5.2
46.22.03.032.00,4.965890909090908
46.22.03.033.00,4.9
46.22.03.033.01,45.0
46.22.03.033.02,45.0
46.22.03.034.00,3.6
46.22.03.034.01,5.3735
46.22.03.034.02,5.3735
46.22.03.035.00,4.399813725490196
46.22.03.036.00,4.366918918918919
46.22.03.037.00,5.3420327868852455
46.22.03.038.00,6.114
46.22.03.039.00,5.554349206349206
46.22.03.040.00,3.388
46.22.03.040.01,7.8
46.22.03.040.02,7.8
46.22.03.041.00,5.593739130434783
46.22.03.042.00,5.51272131147541
46.22.03.043.00,4.827265306122449
46.22.03.044.00,4.532137931034482
46.22.03.045.00,4.171428571428572
46.22.03.046.01,24.86842105263158
46.22.03.046.02,4.846074074074074
46.22.03.046.03,4.6
46.22.03.046.04,6.0
46.22.03.046.05,2.5
46.22.03.047.00,45.0
46.22.03.047.01,4.3
46.22.03.047.02,4.3
46.22.03.050.00,2.5
46.22.03.050.01,2.112
46.22.03.050.02,
46.22.03.051.01,5.099363636363637
46.22.03.051.02,4.247619047619048
46.22.03.052.00,2.36032
46.22.03.053.00,4.443139344262295
46.22.03.054.00,2.5
46.22.03.054.01,2.112
46.22.03.054.02,
46.22.03.055.00,4.209811428571428
46.22.03.056.00,6.0202
46.22.03.056.01,2.5
46.22.04.001.00,6.901471186440678
46.22.04.002.00,6.60400350877193
46.22.05.001.00,4.732
46.22.05.002.00,3.68125
46.22.05.003.00,3.388
46.22.05.003.01,6.2
46.22.05.003.02,6.2
46.22.05.004.00,
46.22.05.004.01,5.02519696969697
46.22.05.005.00,4.290049180327869
46.22.05.006.00,4.485365853658537
46.22.05.007.00,4.4412765957446805
46.22.05.008.00,4.6918461538461536
46.22.05.009.00,4.362076923076923
46.22.05.010.00,4.53075
46.22.05.011.00,4.58025
46.22.05.012.00,4.232727272727273
46.22.05.013.00,4.08
46.22.05.014.00,3.10012
46.22.05.015.00,2.6344444444444446
46.22.05.016.00,3.901923076923077
46.22.05.017.00,1.5677777777777777
46.22.05.018.00,1.5849302325581396
46.22.05.019.00,0.4294117647058824
46.22.05.020.00,3.4463414634146337
46.22.05.021.00,4.007692307692308
46.22.05.022.00,4.107317073170732
46.22.05.023.00,3.515909090909091
46.22.05.024.00,1.222
46.22.05.024.01,1.8
46.22.05.024.02,1.8000000000000003
46.22.05.025.00,0.31724137931034485
46.22.05.026.00,3.7243243243243245
46.22.05.027.00,2.215625
46.22.05.028.00,3.7795454545454548
46.22.05.029.00,0.3166666666666667
46.22.05.030.00,4.9
46.22.05.030.01,2.5
46.22.05.030.02,
46.22.06.001.00,4.1730909090909085
46.22.06.002.00,4.405479452054794
46.22.06.003.00,4.286545454545455
