field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
36.02.19.046.02,Воронеж,пашня,3,2024,Кукуруза силос,Люцерна пр.лет корм; Кукуруза зерно,,10.55,Чоринтос,F1,Покупные,минимальная,9,145.4,184.8,5.9,5.78
36.02.19.048.01,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,82.08,Виктория,ЭС,Свои,минимальная,5.5,94.5,97,5.1,5.35
36.02.19.048.02,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза зерно,,2.17,Чоринтос,F1,Покупные,минимальная,9,94.5,97,5.1,5.35
36.02.19.049.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,41.51,Дакота,РС-2,Свои,минимальная,5.5,69,102,4.6,5
36.02.19.050.01,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,43.95,Уралочка,ЭС,Свои,классическая с плугом,5.5,99.67,105.67,5.97,5.57
36.02.19.050.02,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,43,Сарга,РС-1,Свои,нулевая с прямым посевом,5.5,99.67,105.67,5.97,5.57
36.02.19.051.00,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза силос; Кукуруза зерно,1,125.05,Премариачи,РС-1,Покупные,минимальная,3,105,129,5.4,5.1
36.02.19.052.00,Воронеж,пашня,3,2024,Соя,Кукуруза силос,,24.45,Аргента,РС-2,Свои,минимальная,2.5,175,104,4.9,5.5
36.02.19.053.00,Воронеж,луг,1,2024,Луг,Луг,,15.7,,,,,,,,,
36.02.19.054.00,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет сем.,Эсп.+костр.1 г.ж.корм,2,140.64,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,126,93,5.2,5.3
36.02.19.055.00,Воронеж,пашня,3,2024,Кукуруза силос,Люцерна пр.лет корм,,80.09,Микси,F1,Покупные,минимальная,9,79,55,5,4.9
36.02.19.056.00,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза корнаж,1,104.77,Премариачи,РС-1,Покупные,минимальная,3,63,87,4.8,5
36.02.19.057.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза корнаж,1,64.06,Премариачи,РС-1,Покупные,минимальная,3,83,93,5.3,5.6
36.02.19.057.02,Воронеж,пашня,3,2024,Пар,Кукуруза корнаж,,1.83,,,,,,83,93,5.3,5.6
36.02.19.058.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза корнаж,1,82.11,Премариачи,РС-1,Покупные,минимальная,3,108,113,5.2,5.5
36.02.19.058.02,Воронеж,пашня,3,2024,Пар,Кукуруза корнаж,,2.97,,,,,,108,113,5.2,5.5
36.02.19.059.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,10.87,Уралочка,ЭС,Свои,минимальная,5.5,89,88,5.6,5.4
36.02.19.060.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,15.3,Уралочка,ЭС,Свои,минимальная,5.5,75,79,6,5.1
36.02.19.061.01,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза зерно; Одн.тр.суданская тр.корм.,,27.36,РЖТ Аликс,F1,Покупные,минимальная,9,79.75,101,5.13,5.45
36.02.19.061.02,Воронеж,пашня,3,2024,Пар,Кукуруза зерно; Одн.тр.суданская тр.корм.,,5.98,,,,,,79.75,101,5.13,5.45
36.02.19.062.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,95.42,Уралочка,ЭС,Свои,минимальная,5.5,110,86,5.1,4.9
36.02.19.063.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,33.6,Виктория,ЭС,Свои,минимальная,5.5,140,138,6,5.2
36.02.19.064.00,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,5.5,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,112.5,82.5,5.3,6.25
36.02.19.065.00,Воронеж,пашня,3,2024,Соя,Кукуруза зерно,,21.96,Аргента,РС-2,Свои,минимальная,2.5,111,100,5.4,5.3
36.02.19.066.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,167.44,Планет,РС-1,Свои,минимальная,5.5,74,60,4.9,5
36.02.19.067.00,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза зерно,,72.02,Феномен,F1,Покупные,минимальная,9,92,78,5.2,4.8
36.02.19.068.00,Воронеж,пашня,4,2024,Кукуруза силос,Люцерна пр.лет корм,,143.91,Чоринтос,F1,Покупные,минимальная,9,99,97,4.6,5.1
36.02.19.069.01,Воронеж,пашня,4,2024,Кукуруза силос,Кукуруза силос,,147.94,Максалия,F1,Покупные,минимальная,9,110.24,139.65,5.02,6.16
36.02.19.069.02,Воронеж,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,7,11.69,Планет,РС-2,Свои,минимальная,5.5,110.24,139.65,5.02,6.16
36.02.19.069.03,Воронеж,пашня,4,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,5,6.32,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,110.24,139.65,5.02,6.16
36.02.19.069.04,Воронеж,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,5,1.72,Дакота,РС-2,Свои,минимальная,5.5,110.24,139.65,5.02,6.16
36.02.19.069.05,Воронеж,пашня,4,2024,Эсп.+житн.пр.лет корм,Эсп.+житн.пр.лет корм,4,10.42,Смесь сортов,Смесь репродукций,Свои,минимальная,4.5,110.24,139.65,5.02,6.16
36.02.19.070.00,Воронеж,пашня,4,2024,Кукуруза силос,Люцерна пр.лет корм,,10.68,ЛГ 3285,F1,Покупные,минимальная,9,229,122,6.2,6.2
36.02.19.072.01,Воронеж,пашня,3,2024,Соя,Кукуруза зерно,,53.72,Аргента,РС-2,Свои,минимальная,2.5,143,145,5.3,5.4
36.02.19.072.02,Воронеж,пашня,3,2024,Пар,Кукуруза зерно,,1.56,,,,минимальная,,143,145,5.3,5.4
36.02.19.073.00,Воронеж,луг,1,2024,Луг,Луг,,92.43,,,,,,,,,
36.02.19.074.01,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза корнаж; Кукуруза зерно,,133.75,Микси,F1,Покупные,минимальная,9,102,110,4.7,5.1
36.02.19.074.02,Воронеж,пашня,3,2024,Пар,Кукуруза корнаж; Кукуруза зерно,,1.99,,,,,,102,110,4.7,5.1
36.02.19.075.01,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,141.94,Планет,РС-1,Свои,минимальная,5.5,91,66,5.2,4.9
36.02.19.075.02,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,10.25,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,91,66,5.2,4.9
36.02.19.076.01,Воронеж,пашня,3,2024,Кукуруза силос,Люцерна пр.лет корм,,76.44,Микси,F1,Покупные,минимальная,9,93,68,5.8,5.1
36.02.19.076.02,Воронеж,пашня,3,2024,Пар,Люцерна пр.лет корм,,3.5,,,,минимальная,,93,68,5.8,5.1
36.02.19.076.03,Воронеж,пашня,3,2024,Кукуруза зерно,Люцерна пр.лет корм,,66.53,Микси,F1,Покупные,минимальная,7,93,68,5.8,5.1
36.02.19.077.01,Воронеж,пашня,4,2024,Кукуруза силос,Люцерна пр.лет корм,,92.86,Чоринтос,F1,Покупные,минимальная,9,137,136,5.6,5.1
36.02.19.077.02,Воронеж,пашня,4,2024,Кукуруза зерно,Люцерна пр.лет корм,,18.92,Чоринтос,F1,Покупные,минимальная,7,137,136,5.6,5.1
36.02.19.078.01,Воронеж,пашня,3,2024,Оз.пшеница мягкая,Кукуруза силос,,61.49,Губернатор Дона,РС-2,Свои,классическая с плугом,3,84,96,3.6,4.8
36.02.19.078.02,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,9,2.64,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,84,96,3.6,4.8
36.02.19.079.00,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза силос; Кукуруза зерно,,57.48,Кавалер,F1,Покупные,минимальная,9,54,62,4.1,4.9
36.02.19.080.00,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза силос,1,97.28,Планет,РС-1,Свои,минимальная,3,86,77,4.4,5.1
36.02.19.081.01,Воронеж,пашня,3,2024,Оз.пшеница мягкая,Соя,,131.87,Губернатор Дона,РС-1,Свои,минимальная,3,87,83,4.8,5.1
36.02.19.081.02,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,9,2.15,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,87,83,4.8,5.1
36.02.19.081.03,Воронеж,пашня,3,2024,Эсп.+житн.пр.лет корм,Эсп.+житн.пр.лет корм,4,2.62,Смесь сортов,Смесь репродукций,Свои,минимальная,4.5,87,83,4.8,5.1
36.02.19.082.01,Воронеж,пашня,4,2024,Соя,Кукуруза зерно,,141.37,Смесь сортов,Смесь репродукций,Свои + покупные,нулевая с прямым посевом,2.5,119,107,5.3,5.4
36.02.19.082.02,Воронеж,пашня,4,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,9,2.48,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,119,107,5.3,5.4
36.02.19.082.03,Воронеж,пашня,4,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,3,5,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,119,107,5.3,5.4
36.02.19.083.01,Воронеж,пашня,4,2024,Соя,Кукуруза силос; Кукуруза зерно,,122.89,Аргента,РС-2,Свои,классическая с плугом,2.5,126,153,6.3,5.1
36.02.19.083.02,Воронеж,пашня,4,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,9,1.99,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,126,153,6.3,5.1
36.02.19.084.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза корнаж,1,111.86,Смесь сортов,РС-1,Покупные,минимальная,3,159,187,5.9,5.5
36.02.19.084.02,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,5,3.58,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,159,187,5.9,5.5
36.02.19.086.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Одн.тр.озимая тритикале корм,1,33.39,Планет,РС-1,Покупные,минимальная,3,137,121,5.8,5.1
36.02.19.086.02,Воронеж,пашня,3,2024,Эсп.+житн.пр.лет корм,Эсп.+житн.пр.лет корм,4,1.64,Смесь сортов,Смесь репродукций,Свои,минимальная,4.5,137,121,5.8,5.1
36.02.19.087.01,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза силос,,30.45,Смесь сортов,F1,Покупные,классическая с плугом,9,64,77,3.4,4.9
36.02.19.087.02,Воронеж,пашня,3,2024,Кукуруза зерно,Кукуруза силос,,131.99,Смесь сортов,F1,Покупные,классическая с плугом,7,64,77,3.4,4.9
36.02.19.088.00,Воронеж,пашня,3,2024,Кукуруза силос,Кукуруза силос; Кукуруза зерно,,77.11,Кавалер,F1,Покупные,минимальная,9,88,95,4.2,5
36.02.19.089.00,Воронеж,пашня,3,2024,Кукуруза зерно,Соя,,160.09,Кавалер,F1,Покупные,минимальная,7,82,97,4.5,5.1
36.02.19.090.00,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Соя,1,25.44,Планет,РС-1,Свои,минимальная,3,67,81,4.2,4.7
36.02.19.091.00,Воронеж,пашня,3,2024,Одн.тр(оз.тритикале+оз.вика) семена,Соя,,68.06,Смесь сортов,Смесь репродукций,Свои,классическая с плугом,0.3,110,90,5.7,5
36.02.19.092.01,Воронеж,пашня,3,2024,Сах.свекла,Яр.ячмень,,192.56,Мустанг,F1,Покупные,классическая с плугом,50,154,147,5.3,5.7
36.02.19.092.02,Воронеж,пашня,3,2024,Пар,Яр.ячмень,,1.15,,,,,,154,147,5.3,5.7
36.02.19.092.03,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Яр.ячмень,1,1.25,Премариачи,РС-1,Покупные,минимальная,3,154,147,5.3,5.7
36.02.19.093.01,Воронеж,пашня,4,2024,Люцерна 1 г.ж.корм,Одн.тр.озимая тритикале корм,1,158.43,Планет,РС-1,Покупные,минимальная,3,125,88,5.7,5.3
36.02.19.093.02,Воронеж,пашня,4,2024,Пар,Одн.тр.озимая тритикале корм,,1.28,,,,,,125,88,5.7,5.3
36.02.19.094.00,Воронеж,пашня,4,2024,Люцерна 1 г.ж.корм,Одн.тр.озимая тритикале корм,1,10.44,Премариачи,РС-1,Покупные,минимальная,3,117,102,5.6,4.8
36.02.19.095.00,Воронеж,луг,1,2024,Луг,Луг,,123.16,,,,,,,,,
36.02.19.096.01,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет сем.,Эсп.+костр.1 г.ж.корм,2,69.44,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,61,67,4.2,4.8
36.02.19.096.02,Воронеж,пашня,1,2024,"Залежь, кустарник","Залежь, кустарник",,5.37,,,,,,61,67,4.2,4.8
36.02.19.097.00,Воронеж,пашня,3,2024,Эсп.+костр.пр.лет сем.,Эсп.+костр.1 г.ж.корм,2,29.45,Смесь сортов,Смесь репродукций,Свои,минимальная,4.1,52,63,4.8,4.9
36.02.19.098.00,Воронеж,пашня,3,2024,Люцерна 1 г.ж.корм,Яр.ячмень,1,29.37,Планет,РС-1,Свои,минимальная,3,58,67,4.3,4.7
36.02.19.099.00,Воронеж,луг,1,2024,Луг,Луг,,315.23,,,,,,,,,
36.02.19.101.00,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,9.54,Виктория,ОС,Свои,минимальная,5.5,108,130,6,5.2
36.05.07.001.01,Воронеж,пашня,3,2024,Люцерна пр.лет сем.,Люцерна 1 г.ж.сем.,2,60.46,Дакота,РС-1,Покупные,минимальная,2.9,83,102,6,5.6
36.05.07.001.02,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,Люцерна 1 г.ж.сем.,,15.95,Кинельская 100,РС-1,Покупные,минимальная,4,83,102,6,5.6
36.05.07.002.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.сем.,Люцерна 1 г.ж.сем.,1,47.25,Планет,РС-1,Покупные,минимальная,2.9,129,135,6,5.2
36.05.07.002.02,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,Пар,,28.13,Кинельская 100,РС-1,Покупные,минимальная,4,129,135,6,5.2
36.05.07.002.03,Воронеж,пашня,3,2024,Кукуруза зерно,Люцерна 1 г.ж.сем.,,10.5,Смесь сортов,F1,Покупные,минимальная,6.5,129,135,6,5.2
36.05.07.002.04,Воронеж,пашня,3,2024,Сорго зерновое,Люцерна 1 г.ж.сем.,,8,Смесь сортов,F1,Покупные,минимальная,3.4,129,135,6,5.2
36.05.07.003.01,Воронеж,пашня,3,2024,Люцерна 1 г.ж.сем.,Оз.пшеница мягкая,1,64.94,Дакота,РС-1,Покупные,минимальная,2.9,100,120,6.4,5.5
36.05.07.003.02,Воронеж,пашня,3,2024,Пар,Оз.пшеница мягкая,,1,,,,минимальная,,100,120,6.4,5.5
36.05.07.004.01,Воронеж,пашня,3,2024,Сах.свекла,Оз.пшеница мягкая,,11.53,Вулкан,F1,Покупные,минимальная,40,99,77,5.8,6
36.05.07.004.02,Воронеж,пашня,3,2024,Пар,Оз.пшеница мягкая,,1,,,,минимальная,,99,77,5.8,6
36.05.07.005.01,Воронеж,пашня,3,2024,Сах.свекла,Оз.пшеница мягкая,,85.42,Вулкан,F1,Покупные,минимальная,40,96,76,6.2,5.6
36.05.07.005.02,Воронеж,пашня,3,2024,Сах.свекла,Яр.ячмень,,51.76,Вулкан,F1,Покупные,минимальная,40,96,76,6.2,5.6
36.05.07.005.03,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,1.75,Дакота,РС-2,Свои,минимальная,4.5,96,76,6.2,5.6
36.05.07.005.04,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,Яр.ячмень,,1.5,Кинельская 100,РСт,Покупные,минимальная,4,96,76,6.2,5.6
36.05.07.005.05,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,,,1.81,Кинельская 100,РС-1,Покупные,минимальная,4,96,76,6.2,5.6
36.05.07.006.01,Воронеж,пашня,3,2024,Сах.свекла,Оз.пшеница мягкая,,124.57,Торреро,F1,Покупные,минимальная,40,118,111,6.4,5.3
36.05.07.006.02,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,Оз.пшеница мягкая,,10,Кинельская 100,РС-1,Покупные,минимальная,4,118,111,6.4,5.3
36.05.07.007.00,Воронеж,пашня,4,2024,"Не используется, чужая земля",Оз.пшеница мягкая,,7.06,,,,,,88,89,6.4,5.2
36.05.07.008.01,Воронеж,пашня,4,2024,Сах.свекла,Оз.пшеница мягкая; Яр.ячмень,,159.63,Гамильтон,F1,Покупные,минимальная,40,107,175,5.9,6
36.05.07.008.02,Воронеж,пашня,4,2024,Пар,Оз.пшеница мягкая; Яр.ячмень,,3,,,,,,107,175,5.9,6
36.05.07.009.00,Воронеж,пашня,5,2024,Сах.свекла,Оз.пшеница мягкая,,123.57,Кадриль,F1,Покупные,минимальная,40,116,104,6,5.6
36.05.07.010.01,Воронеж,пашня,5,2024,Сах.свекла,Оз.пшеница мягкая,,82.92,Бриз,F1,Покупные,минимальная,40,147,97,5.9,5.5
36.05.07.010.02,Воронеж,пашня,5,2024,Одн.тр.суданская тр.корм.,Оз.пшеница мягкая,,0.5,Кинельская 100,РС-1,Покупные,минимальная,4,147,97,5.9,5.5
36.05.07.011.01,Воронеж,пашня,5,2024,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,84.72,Плато,РС-1,Покупные,минимальная,1.5,,,,
36.05.07.011.02,Воронеж,пашня,5,2024,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,19,Верко,РС-1,Покупные,минимальная,1.5,,,,
36.05.07.012.01,Воронеж,пашня,5,2024,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,97.27,Плато,РС-1,Покупные,минимальная,1.5,138.25,118,5.85,5.8
36.05.07.012.02,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,5.04,Дакота,РС-2,Свои,минимальная,4.5,138.25,118,5.85,5.8
36.05.07.012.03,Воронеж,пашня,3,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,2.47,Дакота,РС-2,Свои,минимальная,4.5,138.25,118,5.85,5.8
36.05.07.012.04,Воронеж,пашня,5,2024,Пар,Оз.пшеница мягкая,,4,,,,минимальная,,138.25,118,5.85,5.8
36.05.07.013.01,Воронеж,пашня,5,2024,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,67.56,Паола,РС-1,Покупные,минимальная,1.5,,,,
36.05.07.013.02,Воронеж,пашня,5,2024,Сортоучасток,Оз.пшеница мягкая,,12,Смесь сортов,,Покупные,минимальная,,,,,
36.05.07.013.03,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,,,14.18,Кинельская 100,РСт,Покупные,минимальная,4,,,,
36.05.07.014.01,Воронеж,пашня,3,2024,Кукуруза силос,Соя,,18.15,ГС370,РСт,Свои,минимальная,7.5,90,86,6.2,5.5
36.05.07.014.02,Воронеж,пашня,3,2024,Одн.тр.суданская тр.корм.,Соя,,7,Кинельская 100,РСт,Покупные,минимальная,4,90,86,6.2,5.5
36.05.07.015.01,Воронеж,пашня,5,2024,Сах.свекла,Оз.пшеница мягкая,,111.99,Бриз,F1,Покупные,минимальная,40,128,99,5.5,5.7
36.05.07.015.02,Воронеж,пашня,5,2024,Одн.тр.суданская тр.корм.,Оз.пшеница мягкая,,2,Кинельская 100,РС-1,Покупные,минимальная,4,128,99,5.5,5.7
36.05.07.016.01,Воронеж,пашня,5,2024,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,180.45,Плато,РС-1,Покупные,минимальная,1.5,155,149,5.7,5.9
36.05.07.016.02,Воронеж,пашня,5,2024,Пар,Оз.пшеница мягкая,,1,,,,минимальная,,155,149,5.7,5.9
36.05.07.017.01,Воронеж,пашня,5,2024,Соя,Кукуруза силос,,30.98,Пруденс,РС-1,Покупные,минимальная,2.1,,,,
36.05.07.017.02,Воронеж,пашня,5,2024,Пар,Кукуруза силос,,2.5,,,,минимальная,,,,,
36.05.07.018.00,Воронеж,пашня,5,2024,Кукуруза зерно,Кукуруза силос,,42.13,ГС370,РСт,Свои,минимальная,6.5,189,118,6.3,6.2
36.05.07.019.00,Воронеж,пашня,5,2024,Кукуруза зерно,Кукуруза силос,,70.19,ГС370,РСт,Свои,минимальная,6.5,125,124,5.6,6.1
36.05.07.020.00,Воронеж,пашня,5,2024,Соя,Кукуруза зерно,,97.16,Мелани,ЭС,Покупные,минимальная,2.1,138,93,6,5.9
36.05.07.021.01,Воронеж,пашня,5,2024,Одн.тр(оз.тритикале+оз.вика) корм,Кукуруза силос,,50,Луговская 2,РСт,Покупные,минимальная,2.5,159,86,5.7,5.8
36.05.07.021.02,Воронеж,пашня,5,2024,Соя,Кукуруза зерно,,64.94,Аргента,ЭС,Покупные,минимальная,2.1,159,86,5.7,5.8
36.05.07.022.00,Воронеж,пашня,5,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,65.33,Виктория,ЭС,Покупные,минимальная,4.5,130,95,6,5.6
36.05.07.023.00,Воронеж,пашня,5,2024,Кукуруза силос,Сорго зерновое,,98.88,ГС370,РСт,Свои,минимальная,7.5,123,121,5.5,6
36.05.07.024.00,Воронеж,пашня,5,2024,Соя,Кукуруза зерно,,129.38,Пруденс,РС-1,Покупные,минимальная,2.1,146,110,5.9,6.1
36.05.07.025.00,Воронеж,пашня,4,2024,Кукуруза силос,Подсолнечник кондит.; Одн.тр.суданская тр.корм.,,73.3,Микси,F1,Покупные,минимальная,7.5,,,,
36.05.07.026.01,Воронеж,пашня,4,2024,Кукуруза силос,Подсолнечник кондит.; Одн.тр.суданская тр.корм.,,103.81,ГС370,РСт,Свои,минимальная,7.5,129,89,6.2,6
36.05.07.026.02,Воронеж,пашня,4,2024,Одн.тр.суданская тр.корм.,Подсолнечник кондит.; Одн.тр.суданская тр.корм.,,2,Кинельская 100,РСт,Покупные,минимальная,4,129,89,6.2,6
36.05.07.027.00,Воронеж,пашня,5,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,94.11,Виктория,ЭС,Покупные,минимальная,4.5,133,112,5.7,6.1
36.05.07.028.00,Воронеж,пашня,5,2024,Кукуруза зерно,Кукуруза силос,,36.55,ГС370,РСт,Свои,минимальная,6.5,131,96,5.8,6.1
36.05.07.029.00,Воронеж,пашня,5,2024,Соя,Кукуруза зерно,,98.79,Пруденс,РС-1,Покупные,минимальная,2.1,135,94,5.7,6.1
36.05.07.030.01,Воронеж,пашня,4,2024,Кукуруза силос,Сах.свекла; Кукуруза зерно; Кукуруза силос,,90.91,Микси,F1,Покупные,минимальная,7.5,107,85,6.3,5.6
36.05.07.030.02,Воронеж,пашня,4,2024,Одн.тр.суданская тр.корм.,Сах.свекла; Кукуруза зерно; Кукуруза силос,,3,Кинельская 100,РСт,Покупные,минимальная,4,107,85,6.3,5.6
36.05.07.031.00,Воронеж,пашня,5,2024,Кукуруза силос,Сах.свекла,,14.69,Максалия,F1,Покупные,минимальная,7.5,164,248,5.8,6.3
36.05.07.032.00,Воронеж,пашня,5,2024,Кукуруза силос,Соя,,15,Максалия,F1,Покупные,минимальная,7.5,139,167,6.1,6
36.05.07.033.00,Воронеж,пашня,5,2024,Кукуруза силос,Подсолнечник кондит.,,135.51,Феномен,F1,Покупные,минимальная,7.5,127,89,6.1,5.9
36.05.07.034.01,Воронеж,пашня,5,2024,Соя,Кукуруза силос,,43.43,Аргента,ЭС,Покупные,минимальная,2.1,110,91,6.1,6
36.05.07.034.02,Воронеж,пашня,5,2024,Соя,Кукуруза силос,,8.07,Пруденс,РС-1,Покупные,минимальная,2.1,110,91,6.1,6
36.05.07.034.03,Воронеж,пашня,5,2024,Пар,Кукуруза силос,,1.78,,,,минимальная,,110,91,6.1,6
36.05.07.035.01,Воронеж,пашня,5,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,148.5,Виктория,ЭС,Покупные,минимальная,4.5,140,121,5.9,6
36.05.07.035.02,Воронеж,пашня,5,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,34.9,Дакота,РС-2,Свои,минимальная,4.5,140,121,5.9,6
36.05.07.036.00,Воронеж,пашня,5,2024,Яр.ячмень,Подсолнечник кондит.,,25.73,Маргрет,РС-1,Покупные,минимальная,5,121,85,6.1,5.8
36.05.07.037.00,Воронеж,пашня,4,2024,Кукуруза зерно,Соя,,32.98,ГС370,РСт,Свои,минимальная,6.5,84,86,6.3,5.7
36.05.07.038.01,Воронеж,пашня,4,2024,Кукуруза зерно,Соя,,15,ГС370,РСт,Свои,минимальная,6.5,90,79,6,5.9
36.05.07.038.02,Воронеж,пашня,4,2024,Яр.ячмень,Соя,,18.98,Маргрет,РС-1,Покупные,минимальная,5,90,79,6,5.9
36.05.07.039.00,Воронеж,пашня,4,2024,Соя,Кукуруза зерно,,37.98,Пруденс,РС-1,Покупные,минимальная,2.1,85,71,5.6,5.9
36.05.07.040.00,Воронеж,пашня,5,2024,Кукуруза силос,Сах.свекла,,160.89,Максалия,F1,Покупные,минимальная,7.5,113,128,5.9,5.9
36.05.07.041.00,Воронеж,пашня,5,2024,Яр.ячмень,Подсолнечник кондит.,,63.97,Маргрет,РС-1,Покупные,минимальная,5,160,138,5.7,5.9
36.05.07.042.00,Воронеж,пашня,5,2024,Яр.ячмень,Подсолнечник кондит.,,18.57,Маргрет,РС-1,Покупные,минимальная,5,117,163,6,5.9
36.05.07.043.00,Воронеж,пашня,4,2024,Кукуруза силос,Сах.свекла,,94.1,Феномен,F1,Покупные,минимальная,7.5,102,144,5.8,5.9
36.05.07.044.00,Воронеж,пашня,5,2024,Кукуруза силос,Сах.свекла,,86.18,Максалия,F1,Покупные,минимальная,7.5,120,157,6,6.4
36.05.07.045.00,Воронеж,пашня,3,2024,Кукуруза силос,Сах.свекла,,89.95,Феномен,F1,Покупные,минимальная,7.5,87,132,6,5.9
36.05.07.046.00,Воронеж,пашня,3,2024,Кукуруза силос,Сах.свекла,,82.41,Микси,F1,Покупные,минимальная,7.5,95,97,5.7,6
36.05.07.047.00,Воронеж,пашня,4,2024,Соя,Кукуруза зерно,,92.33,Пруденс,РС-1,Покупные,минимальная,2.1,115,115,5.6,6.1
36.05.07.048.00,Воронеж,пашня,5,2024,Кукуруза силос,Сах.свекла,,27.85,Феномен,F1,Покупные,минимальная,7.5,156,218,5.6,5.8
36.05.07.049.00,Воронеж,пашня,4,2024,Яр.ячмень,Подсолнечник кондит.,,33.16,Маргрет,РС-1,Покупные,минимальная,5,123,81,5.7,5.8
36.05.07.050.00,Воронеж,пашня,3,2024,Кукуруза силос,Сорго зерновое,,40.18,ГС370,РСт,Свои,минимальная,7.5,87,90,5.6,5.9
